scaffold,start,end,mid,sites,pi_VDESAC,pi_VDESAM,pi_VJACAC,pi_VJACAM,pi_VJACAN,dxy_VDESAC_VDESAM,dxy_VDESAC_VJACAC,dxy_VDESAC_VJACAM,dxy_VDESAC_VJACAN,dxy_VDESAM_VJACAC,dxy_VDESAM_VJACAM,dxy_VDESAM_VJACAN,dxy_VJACAC_VJACAM,dxy_VJACAC_VJACAN,dxy_VJACAM_VJACAN,Fst_VDESAC_VDESAM,Fst_VDESAC_VJACAC,Fst_VDESAC_VJACAM,Fst_VDESAC_VJACAN,Fst_VDESAM_VJACAC,Fst_VDESAM_VJACAM,Fst_VDESAM_VJACAN,Fst_VJACAC_VJACAM,Fst_VJACAC_VJACAN,Fst_VJACAM_VJACAN
NW_019211454.1,1820001,1870000,1845639,17281,0.0025,0.0006,0.0015,0.0009,0.0008,0.0023,0.0066,0.0068,0.0067,0.0067,0.0069,0.0067,0.0017,0.0016,0.0013,0.2056,0.5448,0.5814,0.4055,0.7291,0.806,0.7182,0.1441,0.0792,0.1509
NW_019211454.1,1840001,1890000,1866258,18454,0.0022,0.0004,0.001,0.0006,0.0004,0.0021,0.006,0.0061,0.0059,0.0062,0.0063,0.0061,0.0011,0.0009,0.0008,0.2361,0.5874,0.5954,0.4169,0.7924,0.8456,0.7772,0.1242,0.0589,0.1497
NW_019211454.1,1860001,1910000,1884831,19577,0.0019,0.0003,0.0008,0.0005,0.0003,0.0016,0.0054,0.0056,0.0053,0.0054,0.0055,0.0053,0.001,0.0008,0.0006,0.2025,0.6077,0.617,0.4337,0.807,0.8631,0.8097,0.18,0.0638,0.0892
NW_019211454.1,1880001,1930000,1903745,18480,0.0018,0.0002,0.001,0.0005,0.0003,0.0015,0.0047,0.0047,0.0046,0.0046,0.0046,0.0045,0.001,0.0009,0.0005,0.2088,0.559,0.5867,0.4105,0.7649,0.8536,0.8078,0.1523,0.0722,0.0384
NW_019211454.1,1900001,1950000,1925267,17797,0.0017,0.0002,0.0008,0.0004,0.0004,0.0013,0.0043,0.0043,0.0042,0.004,0.0041,0.004,0.0009,0.0008,0.0006,0.1452,0.5561,0.5766,0.3946,0.7656,0.8497,0.7869,0.1299,0.0492,0.1375
NW_019211454.1,1920001,1970000,1945284,18049,0.0018,0.0002,0.0011,0.0006,0.0008,0.0014,0.0048,0.0049,0.0049,0.0045,0.0047,0.0047,0.0011,0.0011,0.001,0.1557,0.5465,0.5856,0.3966,0.7446,0.8471,0.7687,0.129,0.0476,0.1738
NW_019211454.1,1940001,1990000,1964785,17851,0.0019,0.0003,0.001,0.0006,0.0008,0.0017,0.0049,0.0051,0.005,0.0048,0.005,0.0049,0.0011,0.0012,0.0013,0.2176,0.5531,0.5818,0.3886,0.7611,0.8427,0.7586,0.1181,0.0635,0.2389
NW_019211454.1,1960001,2010000,1985121,18057,0.0027,0.0004,0.0012,0.0007,0.0006,0.0023,0.0057,0.0059,0.0056,0.0054,0.0056,0.0053,0.0012,0.0012,0.0011,0.2113,0.5106,0.5316,0.3427,0.7449,0.8287,0.7567,0.0891,0.0665,0.2269
NW_019211454.1,1980001,2030000,2004803,17843,0.0024,0.0004,0.0013,0.0007,0.0008,0.0022,0.0059,0.0061,0.0062,0.0058,0.0061,0.0061,0.0013,0.0015,0.0014,0.2317,0.535,0.575,0.3983,0.7375,0.8276,0.7484,0.1088,0.0713,0.243
NW_019211454.1,2000001,2050000,2024807,17671,0.0022,0.0004,0.0013,0.0006,0.0008,0.002,0.0064,0.0066,0.0065,0.0065,0.0067,0.0066,0.0013,0.0014,0.0015,0.2158,0.5864,0.6286,0.436,0.7711,0.8613,0.7707,0.1332,0.0617,0.2945
NW_019211454.1,2020001,2070000,2043821,15840,0.0023,0.0004,0.0013,0.0007,0.0013,0.002,0.0073,0.0073,0.0074,0.0073,0.0073,0.0074,0.0014,0.0017,0.0019,0.1879,0.6062,0.6391,0.4379,0.78,0.8604,0.751,0.129,0.0648,0.2714
NW_019211454.1,2040001,2090000,2065764,16663,0.0024,0.0004,0.0015,0.0008,0.0014,0.002,0.0072,0.0073,0.0072,0.0072,0.0073,0.0072,0.0014,0.0019,0.0017,0.1993,0.5756,0.6197,0.4185,0.7572,0.852,0.7493,0.0886,0.0626,0.199
NW_019211454.1,2060001,2110000,2086248,17768,0.0023,0.0004,0.0016,0.0009,0.0011,0.002,0.0063,0.0064,0.0065,0.0062,0.0064,0.0064,0.0016,0.0019,0.0014,0.2099,0.528,0.5824,0.4022,0.7172,0.8283,0.7494,0.0978,0.0763,0.1383
NW_019211454.1,2080001,2130000,2104474,18754,0.0024,0.0004,0.0013,0.0008,0.0008,0.0023,0.0066,0.0066,0.0068,0.0068,0.0068,0.007,0.0014,0.0015,0.001,0.257,0.5691,0.5876,0.4239,0.7653,0.8335,0.7705,0.1021,0.0811,0.0867
NW_019211454.1,2100001,2150000,2125117,18428,0.0024,0.0004,0.0014,0.0009,0.0006,0.0023,0.0071,0.007,0.0069,0.0073,0.0073,0.0072,0.0014,0.0013,0.0009,0.2559,0.587,0.6076,0.4417,0.7744,0.8432,0.7933,0.0915,0.0588,0.079
NW_019211454.1,2120001,2170000,2145429,19031,0.0023,0.0004,0.0015,0.0008,0.0009,0.0022,0.007,0.0069,0.0067,0.0072,0.0071,0.0069,0.0014,0.0015,0.0012,0.2447,0.5746,0.6143,0.4269,0.7603,0.8523,0.7798,0.0734,0.042,0.1396
NW_019211454.1,2140001,2190000,2164190,18690,0.0018,0.0003,0.0015,0.0007,0.0009,0.0015,0.0055,0.0053,0.0053,0.0054,0.0053,0.0053,0.0013,0.0014,0.0012,0.1904,0.5466,0.6107,0.4259,0.7198,0.8469,0.7699,0.0818,0.0422,0.1832
NW_019211454.1,2160001,2210000,2185220,18643,0.0015,0.0003,0.0013,0.0007,0.0009,0.0013,0.0058,0.0061,0.0061,0.0056,0.0059,0.0059,0.0013,0.0014,0.0012,0.1834,0.6109,0.675,0.51,0.7492,0.8518,0.7881,0.1182,0.0506,0.1347
NW_019211454.1,2180001,2230000,2204491,19113,0.0019,0.0004,0.0016,0.0008,0.0007,0.0017,0.006,0.0062,0.0061,0.0059,0.0062,0.0061,0.0016,0.0015,0.001,0.2233,0.5544,0.6283,0.4677,0.7153,0.8316,0.7813,0.1165,0.0562,0.1046
NW_019211454.1,2200001,2250000,2225110,19059,0.0022,0.0004,0.0019,0.0008,0.0009,0.002,0.0065,0.0067,0.0067,0.0066,0.0068,0.0068,0.0019,0.0019,0.0015,0.2336,0.5237,0.6103,0.4419,0.7038,0.8452,0.7872,0.1451,0.0699,0.2081
NW_019211454.1,2220001,2270000,2244875,18220,0.0022,0.0003,0.0017,0.0007,0.0008,0.0019,0.006,0.0062,0.0062,0.006,0.0062,0.0061,0.0018,0.0018,0.0016,0.2348,0.5228,0.6013,0.4219,0.71,0.8504,0.7841,0.1797,0.0798,0.2883
NW_019211454.1,2240001,2290000,2264193,18042,0.002,0.0003,0.0017,0.0007,0.0008,0.0017,0.0064,0.0067,0.0066,0.0061,0.0065,0.0063,0.002,0.0018,0.0018,0.1995,0.5527,0.6387,0.4609,0.7165,0.8596,0.8019,0.2165,0.0776,0.3424
NW_019211454.1,2260001,2310000,2284014,16592,0.0021,0.0005,0.0019,0.0009,0.0007,0.0022,0.0069,0.0073,0.0069,0.0065,0.0069,0.0066,0.0022,0.0019,0.0017,0.2843,0.5472,0.6448,0.4712,0.6858,0.8283,0.7552,0.1871,0.0676,0.2786
NW_019211454.1,2280001,2330000,2305388,16843,0.0023,0.0005,0.0016,0.0006,0.0007,0.0025,0.0064,0.0063,0.0063,0.0064,0.0063,0.0063,0.0014,0.0015,0.001,0.2989,0.543,0.5999,0.416,0.7224,0.8356,0.7468,0.108,0.0538,0.1445
NW_019211454.1,2300001,2350000,2325675,16595,0.002,0.0004,0.0011,0.0006,0.0006,0.0021,0.0054,0.0054,0.0053,0.0056,0.0055,0.0054,0.0011,0.0012,0.0007,0.2822,0.5591,0.5839,0.4016,0.7614,0.8403,0.7634,0.1031,0.0679,0.0714
NW_019211454.1,2320001,2370000,2344083,16543,0.0019,0.0004,0.001,0.0007,0.0006,0.0019,0.0057,0.0057,0.0056,0.0061,0.0061,0.006,0.001,0.001,0.0007,0.2464,0.6047,0.6096,0.4358,0.7987,0.8462,0.779,0.0868,0.0572,0.0629
NW_019211454.1,2340001,2390000,2364459,16391,0.002,0.0005,0.0018,0.0012,0.0008,0.0019,0.0077,0.0075,0.0075,0.0079,0.0077,0.0077,0.0018,0.0019,0.0014,0.2169,0.6035,0.6376,0.5024,0.7471,0.8202,0.7841,0.0965,0.079,0.1327
NW_019211454.1,2360001,2410000,2385923,16293,0.0025,0.0006,0.0022,0.0013,0.0009,0.0023,0.0078,0.0075,0.0075,0.0079,0.0076,0.0077,0.0022,0.0022,0.0016,0.2128,0.5308,0.5802,0.4359,0.6922,0.7926,0.7407,0.0928,0.0661,0.1428
NW_019211454.1,2380001,2430000,2405217,16832,0.0029,0.0005,0.0023,0.0015,0.0009,0.0025,0.0081,0.0081,0.0079,0.008,0.008,0.0078,0.0025,0.0022,0.0018,0.2056,0.5141,0.5626,0.4118,0.6978,0.8028,0.7767,0.1145,0.0558,0.1429
NW_019211454.1,2400001,2450000,2425162,17102,0.0026,0.0006,0.0021,0.0017,0.0011,0.0024,0.0077,0.008,0.0077,0.0078,0.0081,0.0078,0.0024,0.002,0.0021,0.2257,0.5305,0.5675,0.4284,0.6994,0.7734,0.7368,0.1098,0.0404,0.1435
NW_019211454.1,2420001,2470000,2444488,17453,0.0024,0.0006,0.0023,0.0016,0.0012,0.0022,0.008,0.0081,0.0082,0.0081,0.0082,0.0083,0.0025,0.0024,0.0022,0.1931,0.5426,0.5898,0.4658,0.6922,0.7752,0.7406,0.1037,0.0715,0.1664
NW_019211454.1,2440001,2490000,2465745,17849,0.0024,0.0005,0.0019,0.0013,0.001,0.0021,0.0073,0.0073,0.0073,0.0071,0.0072,0.0071,0.002,0.0021,0.0019,0.1827,0.541,0.5783,0.4307,0.7074,0.7937,0.7508,0.0875,0.0762,0.167
NW_019211454.1,2460001,2510000,2485706,18115,0.002,0.0003,0.0012,0.0008,0.0008,0.0017,0.006,0.0061,0.0062,0.0058,0.0059,0.0059,0.0012,0.0014,0.0013,0.194,0.5923,0.6094,0.4413,0.772,0.8389,0.7838,0.1015,0.0888,0.2029
NW_019211454.1,2480001,2530000,2504747,19481,0.0017,0.0003,0.0008,0.0006,0.0005,0.0016,0.0048,0.0049,0.0051,0.005,0.0051,0.0052,0.0008,0.001,0.0007,0.2461,0.5979,0.6104,0.4486,0.7945,0.8468,0.7909,0.0693,0.0885,0.1169
NW_019211454.1,2500001,2550000,2525583,19653,0.0018,0.0003,0.0009,0.0007,0.0004,0.0017,0.0045,0.0047,0.0047,0.0047,0.0048,0.0048,0.001,0.001,0.0007,0.2488,0.545,0.5599,0.4146,0.7565,0.8108,0.7726,0.082,0.0902,0.0941
NW_019211454.1,2520001,2570000,2544463,19929,0.0019,0.0003,0.001,0.0007,0.0005,0.0016,0.0044,0.0046,0.0045,0.0043,0.0044,0.0043,0.001,0.001,0.0007,0.2248,0.5237,0.5434,0.3812,0.7397,0.8142,0.777,0.0925,0.0664,0.0778
NW_019211454.1,2540001,2590000,2565554,19245,0.0023,0.0003,0.0011,0.0007,0.0007,0.002,0.0051,0.0052,0.0052,0.005,0.0051,0.005,0.0012,0.0013,0.001,0.232,0.5137,0.5361,0.3571,0.7393,0.8234,0.7502,0.1106,0.0753,0.1234
NW_019211454.1,2560001,2610000,2585411,20058,0.0019,0.0003,0.001,0.0005,0.0005,0.0019,0.0047,0.0048,0.0048,0.0049,0.005,0.005,0.001,0.0011,0.0007,0.2797,0.5322,0.5725,0.3898,0.7551,0.8483,0.7753,0.1197,0.0661,0.1179
NW_019211454.1,2580001,2630000,2603585,19510,0.0012,0.0002,0.0008,0.0004,0.0004,0.0013,0.0036,0.0036,0.0038,0.0039,0.0039,0.0041,0.0007,0.0008,0.0005,0.31,0.5773,0.6178,0.452,0.7791,0.8684,0.8136,0.0845,0.0808,0.1181
NW_019211454.1,2600001,2650000,2619393,14524,0.001,0.0002,0.0008,0.0004,0.0002,0.001,0.0032,0.0032,0.0031,0.0032,0.0032,0.0031,0.0007,0.0007,0.0004,0.2671,0.5603,0.6082,0.4534,0.7438,0.8494,0.8276,0.091,0.0546,0.0616
NW_019211454.1,2620001,2670000,2642821,10833,0.0015,0.0003,0.0009,0.0006,0.0002,0.0012,0.0057,0.0056,0.0056,0.0056,0.0054,0.0055,0.0009,0.0008,0.0006,0.1619,0.6613,0.6702,0.5342,0.7954,0.8437,0.8102,0.0827,0.062,0.1053
NW_019211454.1,2640001,2690000,2671806,11665,0.0026,0.0005,0.0014,0.0009,0.001,0.0021,0.0084,0.0084,0.0084,0.0083,0.0083,0.0082,0.0016,0.0014,0.0012,0.1676,0.6224,0.6375,0.4628,0.7853,0.8446,0.7715,0.1264,0.0382,0.0895
NW_019211454.1,2660001,2710000,2686633,17911,0.0026,0.0006,0.0016,0.001,0.0008,0.0021,0.0087,0.0088,0.0088,0.0085,0.0086,0.0086,0.0017,0.0016,0.0012,0.1593,0.6174,0.6426,0.4819,0.7702,0.8353,0.775,0.1094,0.0594,0.0974
NW_019211454.1,2680001,2730000,2703510,17844,0.0023,0.0005,0.0015,0.0008,0.0006,0.002,0.0074,0.0074,0.0073,0.0074,0.0074,0.0073,0.0015,0.0014,0.0009,0.1854,0.5986,0.6316,0.4663,0.7619,0.84,0.7787,0.1041,0.062,0.0891
NW_019211454.1,2700001,2750000,2724749,17940,0.002,0.0004,0.0014,0.0007,0.0006,0.0018,0.006,0.0062,0.0061,0.006,0.0062,0.0061,0.0014,0.0014,0.0007,0.1989,0.5621,0.6192,0.4437,0.7372,0.8429,0.7705,0.125,0.0689,0.0303
NW_019211454.1,2720001,2770000,2746261,17203,0.0016,0.0002,0.0012,0.0006,0.0006,0.0015,0.0041,0.0044,0.0042,0.0041,0.0043,0.0042,0.0013,0.0012,0.0007,0.2397,0.4937,0.5713,0.3899,0.6988,0.835,0.7809,0.1365,0.0588,0.0263
NW_019211454.1,2740001,2790000,2764533,18477,0.0017,0.0003,0.001,0.0005,0.0004,0.0016,0.0037,0.0037,0.0036,0.0037,0.0038,0.0036,0.0009,0.0009,0.0005,0.2643,0.4777,0.533,0.35,0.703,0.8226,0.7469,0.1048,0.0502,0.0282
NW_019211454.1,2760001,2810000,2784804,18091,0.0019,0.0003,0.0007,0.0004,0.0004,0.0018,0.0041,0.0041,0.0042,0.0042,0.0042,0.0042,0.0007,0.0007,0.0004,0.2607,0.5381,0.5456,0.359,0.7821,0.8499,0.7617,0.0957,0.0588,0.032
NW_019211454.1,2780001,2830000,2805120,18548,0.0021,0.0004,0.0009,0.0005,0.0006,0.0018,0.0057,0.0058,0.0057,0.0055,0.0056,0.0055,0.0009,0.0009,0.0007,0.2061,0.6037,0.6164,0.4173,0.7982,0.8614,0.7646,0.1258,0.0352,0.1011
NW_019211454.1,2800001,2850000,2824934,18702,0.0022,0.0004,0.0011,0.0007,0.0009,0.0019,0.0064,0.0066,0.0066,0.0064,0.0066,0.0066,0.0012,0.0012,0.0011,0.2098,0.6005,0.6164,0.4314,0.7927,0.8549,0.7763,0.1113,0.0467,0.1117
NW_019211454.1,2820001,2870000,2845119,18789,0.0025,0.0004,0.0011,0.0008,0.0009,0.0021,0.007,0.0071,0.0071,0.0069,0.007,0.007,0.0012,0.0012,0.0011,0.1973,0.6093,0.6097,0.4298,0.8085,0.8551,0.7908,0.1053,0.0421,0.1024
NW_019211454.1,2840001,2890000,2863749,17087,0.0024,0.0004,0.001,0.0007,0.0006,0.002,0.0063,0.0063,0.0064,0.0062,0.0062,0.0063,0.001,0.001,0.0008,0.2003,0.5937,0.588,0.4189,0.799,0.8422,0.7872,0.086,0.0478,0.0761
NW_019211454.1,2860001,2910000,2884874,16481,0.0021,0.0003,0.001,0.0007,0.0007,0.0019,0.0051,0.0051,0.0051,0.0051,0.005,0.005,0.001,0.0009,0.0007,0.231,0.5465,0.5458,0.3747,0.7658,0.8254,0.7673,0.0524,0.0236,0.032
NW_019211454.1,2880001,2930000,2905897,16937,0.002,0.0004,0.0013,0.0009,0.0009,0.0018,0.0056,0.0056,0.0055,0.0056,0.0056,0.0056,0.0012,0.0012,0.001,0.2242,0.5517,0.5699,0.4036,0.7404,0.8062,0.7408,0.0545,0.0252,0.0558
NW_019211454.1,2900001,2950000,2925987,17380,0.0017,0.0004,0.0013,0.001,0.0009,0.0015,0.0055,0.0057,0.0056,0.0055,0.0057,0.0056,0.0013,0.0013,0.0011,0.185,0.572,0.603,0.4483,0.7284,0.7959,0.7349,0.0644,0.0297,0.0537
NW_019211454.1,2920001,2970000,2945284,18514,0.0018,0.0004,0.0013,0.0009,0.0009,0.0016,0.0058,0.0062,0.0061,0.0058,0.0062,0.0061,0.0014,0.0013,0.0011,0.2001,0.5874,0.6279,0.4587,0.7505,0.8243,0.7551,0.1098,0.0311,0.0644
NW_019211454.1,2940001,2990000,2965443,19775,0.0023,0.0004,0.0014,0.0009,0.001,0.002,0.0065,0.0069,0.0066,0.0065,0.0068,0.0065,0.0015,0.0014,0.0012,0.2233,0.5682,0.6026,0.4182,0.7602,0.8379,0.7714,0.1123,0.0335,0.0885
NW_019211454.1,2960001,3010000,2984273,18646,0.0021,0.0004,0.0015,0.0008,0.0009,0.0019,0.007,0.007,0.0069,0.007,0.0071,0.0069,0.0016,0.0014,0.0012,0.2173,0.5938,0.6403,0.4633,0.7552,0.847,0.7752,0.1234,0.0278,0.1209
NW_019211454.1,2980001,3030000,3005700,18924,0.002,0.0004,0.0016,0.0008,0.0009,0.0019,0.0063,0.0062,0.0061,0.0062,0.0062,0.006,0.0016,0.0015,0.0011,0.2284,0.558,0.6108,0.4332,0.7196,0.8227,0.7417,0.1189,0.0335,0.0982
NW_019211454.1,3000001,3050000,3024680,19543,0.0021,0.0004,0.0014,0.0009,0.0008,0.0019,0.0056,0.0058,0.0057,0.0056,0.0058,0.0057,0.0015,0.0015,0.0009,0.2188,0.5263,0.5723,0.4047,0.7157,0.8079,0.7397,0.1128,0.0644,0.0348
NW_019211454.1,3020001,3070000,3043675,18230,0.0022,0.0004,0.0014,0.0011,0.0009,0.002,0.0061,0.0062,0.0062,0.0061,0.0062,0.0062,0.0017,0.0016,0.0011,0.2187,0.5412,0.5668,0.4133,0.7284,0.7958,0.7419,0.1388,0.0647,0.0559
NW_019211454.1,3040001,3090000,3064369,16438,0.0025,0.0006,0.002,0.0015,0.0012,0.0024,0.0082,0.0083,0.0083,0.0083,0.0084,0.0083,0.0024,0.0021,0.0017,0.2279,0.5706,0.6003,0.4539,0.7277,0.7957,0.745,0.1391,0.0518,0.0878
NW_019211454.1,3060001,3110000,3084866,15966,0.0029,0.0005,0.0018,0.0013,0.0013,0.0027,0.0085,0.0085,0.0082,0.0083,0.0083,0.008,0.0021,0.0018,0.0018,0.2335,0.5753,0.5866,0.4151,0.7523,0.8097,0.7448,0.142,0.0342,0.1149
NW_019211454.1,3080001,3130000,3106166,16951,0.0029,0.0005,0.0017,0.0011,0.0013,0.0026,0.0077,0.0078,0.0077,0.0076,0.0076,0.0075,0.0019,0.0017,0.0017,0.2201,0.5447,0.5726,0.384,0.7427,0.8259,0.7443,0.1227,0.0221,0.1327
NW_019211454.1,3100001,3150000,3125985,18260,0.0022,0.0004,0.0014,0.0008,0.0012,0.0019,0.0058,0.0061,0.0059,0.0058,0.0061,0.006,0.0015,0.0014,0.0014,0.2065,0.5253,0.5809,0.3823,0.7299,0.8332,0.7399,0.1343,0.0255,0.1369
NW_019211454.1,3120001,3170000,3145439,19854,0.0018,0.0003,0.0015,0.0008,0.0011,0.0017,0.005,0.0052,0.0051,0.0052,0.0055,0.0053,0.0015,0.0015,0.0012,0.2457,0.5097,0.5852,0.3964,0.7051,0.8246,0.7393,0.1262,0.033,0.1099
NW_019211454.1,3140001,3190000,3164502,19685,0.0016,0.0002,0.0015,0.0008,0.001,0.0015,0.0051,0.0052,0.0052,0.0053,0.0054,0.0054,0.0016,0.0015,0.0014,0.2484,0.5354,0.6096,0.4394,0.7144,0.8415,0.7909,0.1486,0.0447,0.1878
NW_019211454.1,3160001,3210000,3184540,19500,0.0017,0.0003,0.0014,0.0008,0.0009,0.0014,0.0056,0.0054,0.0055,0.0056,0.0054,0.0055,0.0015,0.0014,0.0013,0.2018,0.571,0.6184,0.4515,0.7308,0.8335,0.7691,0.137,0.043,0.1563
NW_019211454.1,3180001,3230000,3205006,19355,0.0019,0.0004,0.0017,0.0009,0.0012,0.0016,0.0069,0.0069,0.0068,0.0068,0.0068,0.0066,0.0018,0.0018,0.0015,0.1703,0.5884,0.6443,0.4635,0.7329,0.8328,0.7501,0.1469,0.0548,0.1362
NW_019211454.1,3200001,3250000,3225355,19193,0.0019,0.0004,0.0016,0.0009,0.0012,0.0018,0.0058,0.0059,0.0058,0.0061,0.0062,0.0061,0.0017,0.0018,0.0014,0.2302,0.541,0.6,0.4208,0.7167,0.8176,0.7301,0.1353,0.0591,0.1316
NW_019211454.1,3220001,3270000,3244873,19599,0.0017,0.0004,0.0013,0.0007,0.0011,0.0017,0.0054,0.0053,0.0054,0.0057,0.0057,0.0057,0.0013,0.0014,0.0012,0.2421,0.5701,0.6118,0.4251,0.7463,0.8319,0.7325,0.1116,0.0459,0.1093
NW_019211454.1,3240001,3290000,3264708,18482,0.0015,0.0003,0.001,0.0006,0.0009,0.0015,0.0046,0.0045,0.0046,0.0048,0.0047,0.0048,0.001,0.0011,0.0009,0.2529,0.5871,0.609,0.4293,0.7598,0.8261,0.7271,0.0943,0.0402,0.0854
NW_019211454.1,3260001,3310000,3284984,18204,0.0016,0.0003,0.0011,0.0007,0.0009,0.0015,0.0047,0.0047,0.0048,0.0049,0.0049,0.005,0.0012,0.0012,0.0009,0.229,0.5544,0.5873,0.4136,0.7418,0.8208,0.7388,0.1135,0.0462,0.0719
NW_019211454.1,3280001,3330000,3305370,19243,0.0018,0.0003,0.001,0.0006,0.0008,0.0015,0.0044,0.0045,0.0045,0.0046,0.0047,0.0047,0.0011,0.0011,0.0009,0.2086,0.528,0.5645,0.3775,0.7466,0.835,0.75,0.1284,0.0462,0.0846
NW_019211454.1,3300001,3350000,3324816,18975,0.0018,0.0003,0.001,0.0006,0.0007,0.0015,0.0047,0.0049,0.0049,0.0049,0.005,0.005,0.0011,0.001,0.0008,0.1946,0.5574,0.5931,0.4022,0.7676,0.8525,0.7746,0.1395,0.0413,0.0749
NW_019211454.1,3320001,3370000,3344174,18498,0.0016,0.0003,0.0008,0.0003,0.0006,0.0014,0.0044,0.0044,0.0042,0.0045,0.0045,0.0043,0.0008,0.0008,0.0006,0.2012,0.5678,0.6052,0.385,0.7781,0.8726,0.7637,0.1232,0.0174,0.1196
NW_019211454.1,3340001,3390000,3366371,18861,0.002,0.0004,0.001,0.0004,0.0007,0.0019,0.0051,0.005,0.005,0.0054,0.0053,0.0054,0.0009,0.001,0.0007,0.2309,0.558,0.5923,0.3835,0.7688,0.8585,0.7347,0.105,0.0268,0.09
NW_019211454.1,3360001,3410000,3384547,19589,0.0023,0.0004,0.001,0.0004,0.0007,0.0022,0.0053,0.0051,0.0052,0.0055,0.0054,0.0054,0.0009,0.001,0.0006,0.2462,0.5324,0.5504,0.3532,0.7666,0.8502,0.739,0.0915,0.0312,0.0786
NW_019211454.1,3380001,3430000,3404664,19519,0.0024,0.0004,0.0012,0.0006,0.0008,0.0022,0.0052,0.0052,0.0052,0.005,0.0051,0.0051,0.0012,0.0012,0.0008,0.2441,0.5023,0.5287,0.344,0.7338,0.8276,0.7384,0.1141,0.0362,0.0677
NW_019211454.1,3400001,3450000,3424630,18727,0.0025,0.0003,0.0015,0.0008,0.001,0.0023,0.006,0.006,0.0062,0.0058,0.0058,0.006,0.0015,0.0016,0.0011,0.2521,0.5064,0.5471,0.3726,0.7222,0.8329,0.7691,0.1022,0.0501,0.0584
NW_019211454.1,3420001,3470000,3444713,17953,0.0025,0.0004,0.0019,0.001,0.0016,0.0022,0.0074,0.0077,0.0078,0.0072,0.0075,0.0076,0.0019,0.002,0.0016,0.2277,0.5478,0.6104,0.4217,0.7249,0.8413,0.7522,0.1301,0.0394,0.1004
NW_019211454.1,3440001,3490000,3464781,17928,0.0024,0.0004,0.0014,0.001,0.0013,0.0023,0.0071,0.0077,0.0074,0.0073,0.0078,0.0075,0.0017,0.0016,0.0015,0.2521,0.5857,0.6242,0.4347,0.7696,0.843,0.7583,0.1581,0.0423,0.1231
NW_019211454.1,3460001,3510000,3484310,17998,0.0021,0.0004,0.0012,0.0009,0.0012,0.0021,0.0058,0.0061,0.0059,0.006,0.0063,0.006,0.0015,0.0014,0.0014,0.2516,0.5593,0.5851,0.3931,0.7541,0.8153,0.7156,0.1644,0.0442,0.1325
NW_019211454.1,3480001,3530000,3505243,17235,0.0021,0.0005,0.0011,0.001,0.0007,0.002,0.0058,0.0061,0.0059,0.0057,0.006,0.0058,0.0015,0.0012,0.0012,0.2155,0.5676,0.5773,0.4135,0.7511,0.7945,0.7277,0.1477,0.0624,0.1143
NW_019211454.1,3500001,3550000,3525715,18089,0.0018,0.0004,0.001,0.0006,0.0004,0.0016,0.0055,0.0055,0.0055,0.0054,0.0055,0.0055,0.0011,0.0009,0.0007,0.205,0.603,0.6174,0.4561,0.7776,0.8348,0.7788,0.1157,0.0574,0.066
NW_019211454.1,3520001,3570000,3544459,18044,0.0019,0.0003,0.0011,0.0006,0.0005,0.0017,0.0052,0.0053,0.0051,0.0053,0.0054,0.0052,0.0011,0.001,0.0008,0.2249,0.5581,0.5889,0.4116,0.7623,0.8452,0.7905,0.1139,0.0331,0.1044
NW_019211454.1,3540001,3590000,3565050,17907,0.0022,0.0003,0.0011,0.0005,0.0007,0.002,0.0051,0.0051,0.005,0.0053,0.0053,0.0052,0.0011,0.0011,0.0007,0.2541,0.5178,0.5598,0.3601,0.7548,0.8602,0.7715,0.1135,0.0439,0.0852
NW_019211454.1,3560001,3610000,3585651,18084,0.0024,0.0004,0.0016,0.001,0.0009,0.0022,0.0065,0.0066,0.0063,0.0063,0.0064,0.0061,0.0016,0.0016,0.0012,0.2268,0.5327,0.5683,0.3911,0.7245,0.8178,0.762,0.1006,0.0537,0.1003
NW_019211454.1,3580001,3630000,3605237,18465,0.0027,0.0004,0.0017,0.0011,0.001,0.0023,0.0074,0.0076,0.0073,0.0072,0.0073,0.0071,0.0018,0.0017,0.0015,0.2122,0.5506,0.5815,0.4077,0.7387,0.8225,0.7714,0.0917,0.048,0.1117
NW_019211454.1,3600001,3650000,3624925,19335,0.0025,0.0004,0.0015,0.0009,0.0007,0.0021,0.0067,0.0067,0.0066,0.0064,0.0064,0.0064,0.0014,0.0013,0.0011,0.2056,0.5501,0.5766,0.406,0.7475,0.8354,0.788,0.088,0.0399,0.103
NW_019211454.1,3620001,3670000,3644687,18674,0.0026,0.0004,0.0014,0.0009,0.0007,0.0024,0.0066,0.0066,0.0064,0.0067,0.0067,0.0065,0.0015,0.0012,0.001,0.2472,0.5455,0.5624,0.3872,0.7623,0.836,0.7849,0.1193,0.0335,0.0957
NW_019211454.1,3640001,3690000,3664028,17565,0.0027,0.0004,0.0014,0.001,0.0008,0.0025,0.0072,0.0074,0.0071,0.0075,0.0077,0.0073,0.0017,0.0013,0.0013,0.2514,0.569,0.5821,0.4066,0.7781,0.8363,0.7824,0.1633,0.0383,0.1384
